,category,l2_category,question,answer,correct
294,fine-grained perception,object counting,"How many people are seen playing music in the image?
Options: A: 1, B: 2, C: 3, D: 4",D,0.08333333333333333
295,fine-grained perception,object counting,"How many people are standing on the stage in the image?
Options: A: One, B: More than three, C: Three, D: Two",D,0.08333333333333333
168,coarse perception,image style & quality,"Which category does this image belong to?
Options: A: MRI image, B: icon, C: microscopic image, D: abstract painting",A,0.08333333333333333
299,fine-grained perception,object counting,"How many people are visible in the image?
Options: A: One, B: Four, C: Three, D: Two",C,0.08333333333333333
283,fine-grained perception,object counting,"How many people are on the stage during the presentation?
Options: A: 6, B: 4, C: 2, D: 8",A,0.08333333333333333
278,fine-grained perception,object counting,"How many pairs of shoes can be seen in the image?
Options: A: One, B: Three, C: Two, D: Cannot be determined",A,0.08333333333333333
142,coarse perception,image scene and topic,"Which is the main topic of the image
Options: A: Driving cars, B: Driving buses, C: A driving bus, D: A driving car",B,0.08333333333333333
267,fine-grained perception,object counting,"How many guitars are being played in the image?
Options: A: Two, B: One, C: Three, D: Four",C,0.08333333333333333
256,fine-grained perception,object counting,"How many chairs are present in the room?
Options: A: 2, B: 4, C: 3, D: 5",B,0.08333333333333333
415,fine-grained perception,recognition,"What is the name of the place shown?
Options: A: Virginia, B: Michigan, C: Kentucky, D: Maryland",A,0.08333333333333333
416,fine-grained perception,recognition,"What is the predominant color in the image?
Options: A: Brown, B: White, C: Gray, D: Black",C,0.08333333333333333
123,coarse perception,image scene and topic,"What kind of weather is depicted in the picture?
Options: A: sunny, B: rainy, C: windy, D: snowy",A,0.08333333333333333
399,fine-grained perception,recognition,"What is the color of the word ""brick"" as it appears on the wall in the image?
Options: A: White, B: Gray, C: Red, D: Black",B,0.08333333333333333
309,fine-grained perception,object counting,"How many ponds are clearly visible in this image?
Options: A: One, B: Three, C: Two, D: Four",B,0.08333333333333333
7,coarse perception,image emotion,"What is the intended mood of this living room?
Options: A: Cozy and comfy, B: Bright and sunny, C: Dark and dramatic, D: Sleek and modern",D,0.08333333333333333
253,fine-grained perception,object counting,"How many boats are in the image?
Options: A: Two, B: One, C: Three, D: Four",D,0.08333333333333333
311,fine-grained perception,object counting,"How many soccer players are on the field?
Options: A: 5, B: 11, C: 9, D: 7",D,0.08333333333333333
398,fine-grained perception,recognition,"What is the color of the woman's hair?
Options: A: Brown, B: Black, C: Blond, D: Red",C,0.08333333333333333
316,fine-grained perception,object counting,"How many tall buildings are there in the image?
Options: A: Two, B: One, C: Three, D: Four",A,0.08333333333333333
20,coarse perception,image emotion,"Which of the following emotions is shown in this image?
Options: A: weavy, B: lonely, C: happy, D: supportive",A,0.08333333333333333
385,fine-grained perception,recognition,"What is the color of the net behind the players in the image?
Options: A: It is not visible in the image., B: Blue, C: Red, D: White",B,0.08333333333333333
371,fine-grained perception,recognition,"What is the activity of the person in the foreground?
Options: A: sitting, B: running, C: playing soccer, D: watching the game",C,0.08333333333333333
377,fine-grained perception,recognition,"What is the color of the earring worn by the bride?
Options: A: Black, B: Gold, C: White, D: Silver",C,0.08333333333333333
396,fine-grained perception,recognition,"What is the color of the waitress' apron?
Options: A: Black, B: White, C: Red, D: Green",A,0.08333333333333333
310,fine-grained perception,object counting,"How many referees are present in the image?
Options: A: 0, B: 1, C: 2, D: 3",D,0.08333333333333333
104,coarse perception,image scene and topic,"What is the primary focal point of this image?
Options: A: A dirt road lined with trees, B: A pathway through a park, C: A tree-lined pathway leading to a bench, D: A fence and gate leading to a driveway",A,0.08333333333333333
440,fine-grained perception,recognition,"Which object in the image is described as having a black top?
Options: A: Post, B: Building, C: Boat, D: Clock",B,0.08333333333333333
441,fine-grained perception,recognition,"Which of these cities is marked on the map?
Options: A: New York City, B: Washington, D.C., C: Philadelphia, D: Boston",C,0.08333333333333333
327,fine-grained perception,object counting,"How many windows are in the room?
Options: A: 1, B: 2, C: 4, D: 3",C,0.08333333333333333
445,fine-grained perception,recognition,"Which woman has dark hair in the image?
Options: A: Both women, B: The woman standing farther from the teddy bear, C: The woman standing closer to the teddy bear, D: Neither woman",A,0.08333333333333333
413,fine-grained perception,recognition,"What is the most prominent color of the countertop?
Options: A: Gray, B: White, C: Black, D: Brown",D,0.08333333333333333
374,fine-grained perception,recognition,"What is the color of the ceiling in the image?
Options: A: Brown, B: Black, C: White, D: Gray",D,0.08333333333333333
409,fine-grained perception,recognition,"What is the main color of the shirt the woman is wearing?
Options: A: White, B: Blue, C: Pink, D: Black",B,0.08333333333333333
237,fine-grained perception,localization,"Which object is on the left side of the image?
Options: A: Boat, B: Tree, C: Building, D: Water",D,0.08333333333333333
403,fine-grained perception,recognition,"What is the dominant color of the ocean and sky in the image?
Options: A: Bright blue, B: Blue-gray, C: Gray, D: Green",C,0.08333333333333333
126,coarse perception,image scene and topic,"What represents hazelnuts in the figure?
Options: A: D, B: G, C: C, D: A",C,0.08333333333333333
251,fine-grained perception,object counting,"How many bananas are there in the image?
Options: A: 3, B: 6, C: 4, D: 5",D,0.08333333333333333
252,fine-grained perception,object counting,"How many blue balloons are in the room?
Options: A: Three, B: Two, C: One, D: Four",D,0.08333333333333333
411,fine-grained perception,recognition,"What is the main structure in the image?
Options: A: Roman castle, B: Modern building, C: Bridge, D: Archway",C,0.08333333333333333
128,coarse perception,image scene and topic,"What time of day is it in the image?
Options: A: Noon, B: Evening, C: Night, D: Dawn",D,0.07692307692307693
39,coarse perception,image scene and topic,"What is the color theme of the bathroom?
Options: A: Gray and white, B: Beige and white, C: Black and white, D: Brown and white",B,0.07692307692307693
51,coarse perception,image scene and topic,"What is the dominant feature in the image?
Options: A: The bridge, B: The lake, C: The city skyline, D: The buildings",D,0.07692307692307693
106,coarse perception,image scene and topic,"What is the primary focus of the image?
Options: A: The boats in the harbor, B: The castle on the island, C: The cloudy sky, D: The city on the coast",D,0.07692307692307693
124,coarse perception,image scene and topic,"What kind of weather is depicted in the picture?
Options: A: sunny, B: rainy, C: windy, D: snowy",C,0.07692307692307693
103,coarse perception,image scene and topic,"What is the primary activity depicted in the image?
Options: A: A crane lifting a box from a building, B: A man on a truck operating a crane to lift a box from a building, C: A crane lifting a house at sunset, D: A man on a balcony of a house under construction in the city at sunset",A,0.07692307692307693
76,coarse perception,image scene and topic,"What is the main object present in the foreground of the image?
Options: A: A surgical mask, B: A nurse, C: A surgical light, D: A surgical gown",B,0.07692307692307693
71,coarse perception,image scene and topic,"What is the main focus of the image?
Options: A: The sidewalk, B: The shoes, C: The ballerina, D: The studio",B,0.07692307692307693
68,coarse perception,image scene and topic,"What is the main focus of the image?
Options: A: A person playing a guitar in front of a choir, B: A choir singing on a stage, C: A man sitting in a chair playing a guitar, D: A man playing a guitar in front of a group of people",C,0.07692307692307693
98,coarse perception,image scene and topic,"What is the predominant feature in the image?
Options: A: Cars, B: People, C: Buildings, D: Skyscrapers",D,0.07692307692307693
66,coarse perception,image scene and topic,"What is the main feature of this image?
Options: A: A sailboat on its side in the ocean at sunset, B: A sailboat in the water with the sun over the ocean and rocks, C: A broken sailboat resting on a rocky shore during sunset, D: A rocky shore with a sailboat in the distance at sunrise",A,0.07692307692307693
64,coarse perception,image scene and topic,"What is the main feature of the image?
Options: A: People on the rooftop of a building, B: A large area of ferns, C: A garden with trees, plants and a building, D: A blue cloudy sky",B,0.07692307692307693
94,coarse perception,image scene and topic,"What is the overall theme of this image?
Options: A: Sports, B: Sunset, C: Nature, D: Kids playing",B,0.07692307692307693
87,coarse perception,image scene and topic,"What is the most prominent feature in the image?
Options: A: a blue fence, B: a gate, C: a palm tree, D: a green wall",A,0.07692307692307693
86,coarse perception,image scene and topic,"What is the most prominent feature in the image?
Options: A: The skyline, B: The golf course, C: The trees, D: The person",C,0.07692307692307693
135,coarse perception,image scene and topic,"Which corner doesn't have any plates?
Options: A: top-right, B: top-left, C: bottom-left, D: bottom-right",C,0.07692307692307693
0,coarse perception,image emotion,"What emotion is illustrated in this image?
Options: A: love, B: anger, C: happy, D: sad",A,0.07692307692307693
77,coarse perception,image scene and topic,"What is the main purpose of this garden?
Options: A: A venue for outdoor events, B: A place for sports activities, C: A spot for quiet and peaceful recreation, D: A location for plant research and study",A,0.07692307692307693
62,coarse perception,image scene and topic,"What is the main feature in the given image?
Options: A: Green plants, B: Fog, C: Bushes, D: Trees",A,0.07692307692307693
34,coarse perception,image scene and topic,"What is happening in the image?
Options: A: A football player is tackling a soccer player, B: A soccer player is kicking a football, C: A group of men are playing soccer, D: A football player is dribbling the ball towards the goal",A,0.07692307692307693
767,logical reasoning,common reasoning,"In nature, what's the relationship between these two creatures?
Options: A: Predatory relationships, B: Competitive relationships, C: Parasitic relationships, D: Symbiotic relationship",B,0.06976744186046512
543,instance reasoning,cross-instance relation reasoning,"In nature, what's the relationship between these two creatures?
Options: A: Predatory relationships, B: Competitive relationships, C: Parasitic relationships, D: Symbiotic relationship",B,0.06060606060606061
929,math,geometry,"<image 1>The graph of y = f(x) is shown in the figure above. The shaded region A has area a and the shadedregion B has area b . If g(x) = f(x) +3 .what is the average value of g on the interval [-2,4]?
Options: A: (a+b+3)/6, B: (-a+b+3)/6, C: (-a+b)/6+3, D: (a+b)/6+3",C,0.0
1210,science & technology,biology & chemistry & physics,"In the diagram shown above, What is the next stage after the fruit releases seeds?
Options: A: The plant dies, B: The plant grows, C: The seed germinates, D: The flower produces fruit",A,0.0
323,fine-grained perception,object counting,"How many types of fruits are in the bowl?
Options: A: 4, B: 2, C: 3, D: 5",A,0.0
321,fine-grained perception,object counting,"How many tree stumps are there in the image?
Options: A: nan, B: Two, C: One, D: Cannot be determined",A,0.0
320,fine-grained perception,object counting,"How many toys are present in the image?
Options: A: 1, B: 3, C: 2, D: 4",D,0.0
387,fine-grained perception,recognition,"What is the color of the ribbon in one of the gifts?
Options: A: White, B: Blue, C: Gold, D: Silver",A,0.0
842,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In how many years, is the merchandise exports greater than 0.92 %?
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",D,0.0
841,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many years have value less than 10%?
Choices:
(A) 0
(B) 1
(C) 2
(D) 5",D,0.0
1211,science & technology,biology & chemistry & physics,"In the given diagram. What does the stage at D represent?
Options: A: Pupae, B: Larva, C: Eggs, D: Adult",C,0.0
301,fine-grained perception,object counting,"How many people are visible in the image?
Options: A: Two, B: One, C: Three, D: Four",D,0.0
1206,science & technology,biology & chemistry & physics,"If C is Metamorphic Rock and H is Magma and Lava, what would you expect K to be?
Options: A: Melting, B: Erosion, C: Cooling, D: Heat and Pressure",A,0.0
1201,science & technology,biology & chemistry & physics,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: You would potentially see a decrease in which organism if gulls disappeared?
Choices:
(A) herring
(B) kril
(C) anchovy
(D) phytoplankton",B,0.0
302,fine-grained perception,object counting,"How many people are visible in this picture?
Options: A: three, B: six, C: seven, D: eight",D,0.0
303,fine-grained perception,object counting,"How many people are walking down the snowy path?
Options: A: 1, B: 3, C: 2, D: 4",D,0.0
304,fine-grained perception,object counting,"How many people in the image have a visible smile?
Options: A: Two, B: Four, C: Three, D: Five",D,0.0
764,logical reasoning,common reasoning,"How many types of fruits are there in the image?
Options: A: 3, B: 2, C: 5, D: 4",C,0.0
998,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Lines $l$, $m$, and $n$ are perpendicular bisectors of $\triangle PQR$ and meet at $T$. If $TQ = 2x$, $PT = 3y - 1$, and $TR = 8$, find $z$.
Choices:
(A) 3
(B) 4
(C) 5
(D) 6",A,0.0
880,logical reasoning,diagram reasoning,"How many things are predators of ermine?
Options: A: 3, B: 1, C: 5, D: 4",A,0.0
498,instance reasoning,cross-instance attribute reasoning,"What is the relative position of the two people playing guitars?
Options: A: They are standing next to each other against a wall, B: They are sitting on opposite sides of a table, C: They are sitting facing each other next to a window, D: They are standing far away from each other on a stage",D,0.0
881,logical reasoning,diagram reasoning,"If F is sunlight, what position does H represent?
Options: A: Waning Gibbous, B: Waxing Gibbous, C: Waning Crescent, D: Waxing Crescent",A,0.0
611,instance reasoning,single-instance reasoning,"What is the material of the cage-like object in this image?
Options: A: Plastic, B: Wire, C: Metal, D: Glass",A,0.0
1245,science & technology,biology & chemistry & physics,"What is E in the diagram?
Options: A: crane fly, B: pupa, C: leatherjacket, D: eggs",A,0.0
1238,science & technology,biology & chemistry & physics,"Use the vapor pressures of ClF_3 given in the following table to calculate the enthalpy of vaporization using a graphical method or a least squares fitting routine. <image 1>
Options: A: 25.28kJ/mol, B: 20.32 kJ/mol, C: 22.88 kJ/mol, D: 30.58 kJ/mol",D,0.0
1234,science & technology,biology & chemistry & physics,"The stages in its life cycle are labeled A, B, C, and D. Which stage is shown at C?
Options: A: adult, B: egg, C: pupal, D: larva",B,0.0
922,logical reasoning,diagram reasoning,"Which of these is spherical?
Options: A: B, B: none of the above, C: A, D: D",D,0.0
928,logical reasoning,diagram reasoning,"which part of the diagram is large circle?
Options: A: C, B: A, C: B, D: D",C,0.0
1231,science & technology,biology & chemistry & physics,"The organelle labeled D is called
Options: A: Cell membrane, B: Cytoplasm, C: Nuclear membrane, D: Cytoskeleton",A,0.0
1221,science & technology,biology & chemistry & physics,"Shrimp and _________ are a consumer of both algae and pondweed.
Options: A: freshwater shrimp, B: dragonfly nymph, C: mayfly nymph, D: nan",C,0.0
285,fine-grained perception,object counting,"How many people are playing guitar in the image?
Options: A: One, B: Two, C: Three, D: Four",C,0.0
1322,science & technology,biology & chemistry & physics,"Why is part H useful for the fish?
Options: A: breathe, B: swim`, C: To eat, D: none of the above",C,0.0
1325,science & technology,electronics & energy & mechanical eng.,"<image 1> shows a DFA. Is it minimal?
Options: A: yes, B: no, C: not sure, D: nan",A,0.0
1380,science & technology,geography & earth science & agriculture,"What is represented by H?
Options: A: The orbit of the earth., B: The stages of the moon., C: The gravitational pull of the moon., D: The orbit of the moon.",C,0.0
1383,science & technology,geography & earth science & agriculture,"What is the lunar phase at point D?
Options: A: Full moon, B: Third quarter, C: New moon, D: First quarter",A,0.0
1392,science & technology,geography & earth science & agriculture,"What letter on the diagram represents the first quarter moon
Options: A: D, B: G, C: A, D: C",D,0.0
1396,science & technology,geography & earth science & agriculture,"What stage is represented by D in the diagram?
Options: A: 5, B: none of the above, C: 7, D: 6",C,0.0
63,coarse perception,image scene and topic,"What is the main feature of the building in the image?
Options: A: The rooftop, B: The stone wall, C: The clock tower, D: The arched windows",B,0.0
334,fine-grained perception,recognition,"Can you see a flag in the image?
Options: A: Yes, it's in the middle of the frame, B: Yes, it's close to the bottom left corner, C: No, there's no flag in the image, D: Yes, it's to the right of the frame",D,0.0
338,fine-grained perception,recognition,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the age gap between the leftmost and the center person? (Unit: years)
Choices:
(A) 0
(B) 1
(C) 2
(D) 4",D,0.0
344,fine-grained perception,recognition,"How would you describe the condition of the sky in the image?
Options: A: Cloudy, blue, B: Clear, blue, C: Small white clouds, D: Stormy",A,0.0
354,fine-grained perception,recognition,"What color are the trees in the background?
Options: A: Brown, B: Yellow, C: Red, D: Green",A,0.0
1292,science & technology,biology & chemistry & physics,"Which label represents the A horizon ?
Options: A: A, B: D, C: B, D: E",B,0.0
1295,science & technology,biology & chemistry & physics,"Which letter in the given diagram represents the plant emitting oxygen?
Options: A: C, B: A, C: D, D: B",C,0.0
48,coarse perception,image scene and topic,"What is the dominant color of the room?
Options: A: White, B: Green, C: Blue, D: Red",B,0.0
568,instance reasoning,cross-instance relation reasoning,"Which property do these four objects have in common?
Options: A: sticky, B: hard, C: stretchy, D: nan",A,0.0
1415,science & technology,geography & earth science & agriculture,"Which ocean is highlighted?
Options: A: the Indian Ocean, B: the Atlantic Ocean, C: the Pacific Ocean, D: the Southern Ocean",A,0.0
328,fine-grained perception,object counting,"How many women are present in the image?
Options: A: 0, B: 1, C: 2, D: 3",C,0.0
1271,science & technology,biology & chemistry & physics,"What stage is shown at letter C in the photo?
Options: A: water-filled cracks, B: frost wedging, C: breaks rock, D: freezes to ice",D,0.0
1273,science & technology,biology & chemistry & physics,"What term is used to describe A in the diagram?
Options: A: Egg, B: Adult, C: Pupa, D: Larva",C,0.0
1275,science & technology,biology & chemistry & physics,"What would happen if all the platypus were removed?
Options: A: More algae., B: Fewer water boatman., C: More dragonfly larvae, D: Fewer mayfly larvae.",C,0.0
1281,science & technology,biology & chemistry & physics,"Which area represents a bud?
Options: A: G, B: C, C: D, D: F",A,0.0
1282,science & technology,biology & chemistry & physics,"Which bird is represented by letter D?
Options: A: hawfinch, B: Eurasian jay, C: myrtle, D: swallow",C,0.0
1288,science & technology,biology & chemistry & physics,"Which label is pointing to the Rachis?
Options: A: A, B: D, C: H, D: F",D,0.0
1290,science & technology,biology & chemistry & physics,"Which label marks the egg phase?
Options: A: C, B: none of them, C: B, D: A",C,0.0
828,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Does Web Green have the minimum area under the curve?
Choices:
(A) yes
(B) no
(C) nan
(D) nan",A,0.0
362,fine-grained perception,recognition,"What color is the predominant color of the helmets worn by the football players in the image?
Options: A: White, B: Gold, C: Black, D: Blue",D,0.0
367,fine-grained perception,recognition,"What color is the softball?
Options: A: Blue, B: Red, C: Yellow, D: Green",D,0.0
1298,science & technology,biology & chemistry & physics,"Which letter shows the location of water and nutrient absorption?
Options: A: D, B: A, C: B, D: C",C,0.0
930,math,geometry,"<image 1>which of the following is the area of the shaded region in the figure above?
Options: A: $\int_{0}^{a}\left[g(x)-f(x)\right]d x$, B: $\int_{0}^{a}\left[b+g(x)-f(x)\right]d x$, C: $\int_{0}^{a}\left[b-g(x)-f(x)\right]d x$, D: $\int_{0}^{a}\left[b-g(x)+f(x)\right]d x$",D,0.0
931,math,geometry,"A surveyor needs to know the distance between points C and B in Figure 2.17. A building obscures the view directly between the two points. Setting up at the end of the building at point A, the surveyor measures the two distances AC and AB, and the interior angle at A. What is the desired distance, CB?<image 1>
Options: A: Distance CB = 748.50', B: Distance CB = 748.70', C: Distance CB = 748.60', D: Distance CB = 748.40'",D,0.0
293,fine-grained perception,object counting,"How many people are present in the image?
Options: A: One, B: Two, C: Three, D: Four",D,0.0
112,coarse perception,image scene and topic,"What is the prominent feature of the setting in the image?
Options: A: A bright ceiling light, B: A glass window, C: A large white curtain, D: A black speaker",A,0.0
127,coarse perception,image scene and topic,"What seems to be the theme of the image?
Options: A: Hanging Posters, B: Music, C: Home decoration, D: Playing guitar",D,0.0
1254,science & technology,biology & chemistry & physics,"What is represented by organ A?
Options: A: centrioles, B: vesicles, C: golgi body, D: mitochondrion",B,0.0
879,logical reasoning,diagram reasoning,"How many predators does the shrimp have?
Options: A: 4, B: 5, C: 1, D: 2",D,0.0
504,instance reasoning,cross-instance attribute reasoning,"Where is the top of the purple bottle in relation to the man with the guitar?
Options: A: Beside him, B: Above him, C: Below him, D: On his head",A,0.0
512,instance reasoning,cross-instance attribute reasoning,"Which is the final stage of a plant growth?
Options: A: D, B: E, C: C, D: A",A,0.0
624,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: Separatist, B: Clamping, C: drill, D: incise",A,0.0
628,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: entertainment and scientific research, B: bind papers together, C: hitting things, D: tighten or loosen screws",A,0.0
493,instance reasoning,cross-instance attribute reasoning,"What is the relative position of the man and woman in the image?
Options: A: They are facing each other, B: They are both facing forward, C: They are both facing the camera, D: They are both looking away from the camera",D,0.0
743,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all large green matte cubes. Subtract all big green blocks. How many objects are left?
Choices:
(A) 6
(B) 3
(C) 2
(D) 1",A,0.0
555,instance reasoning,cross-instance relation reasoning,"What is the relation between the door and the brown panel?
Options: A: The panel is next to the door, B: The panel is above the door, C: They are the same object, D: The panel is behind the door",C,0.0
747,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all red things. Subtract all tiny matte balls. How many objects are left?
Choices:
(A) 4
(B) 5
(C) 2
(D) 3",B,0.0
750,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all small green shiny balls. Subtract all small metallic things. How many objects are left?
Choices:
(A) 0
(B) 1
(C) 3
(D) 5",C,0.0
1326,science & technology,electronics & energy & mechanical eng.,"<image 1>If the ammeter in the circuit above reads zero, what is the resistance R ?
Options: A: 1.5 $\Omega $, B: 4 $\Omega $, C: 5 $\Omega $, D: 6 $\Omega $",D,0.0
1331,science & technology,electronics & energy & mechanical eng.,"According to the ""Regulations on Management of Building Engineering Data"" (JGJ/T185-2009), the steel bars for the second floor concrete floor slab of a certain project above ground The correct number for the concealed engineering record form is ().<image 1>
Options: A: 01-01-C1-007, B: 01-01-C5-007, C: 02-01-C1-007, D: 02-01-C5-007",D,0.0
1343,science & technology,electronics & energy & mechanical eng.,"From the A-A section in the following figure, select the correct section ().<image 1>
Options: A: A, B: B, C: C, D: D",D,0.0
1347,science & technology,electronics & energy & mechanical eng.,"If the shaft is subjected to an axial force of 5 kN, determine the bearing stress acting on the collar A. <image 1>
Options: A: 1.00 MPa, B: 1.11 MPa, C: 1.01 MPa, D: 1.10 MPa",D,0.0
37,coarse perception,image scene and topic,"What is the center of focus in the image?
Options: A: A man writing in a book, B: A boy with his head in his hands surrounded by books, C: A cluttered desk with books and a pen, D: A stack of books covering a young man's face",A,0.0
40,coarse perception,image scene and topic,"What is the dominant color in the image?
Options: A: Blue, B: Yellow, C: Red, D: Green",D,0.0
42,coarse perception,image scene and topic,"What is the dominant color in the image?
Options: A: White, B: Blue, C: Brown, D: Black",A,0.0
1351,science & technology,electronics & energy & mechanical eng.,"Select the correct left view()<image 1>
Options: A: A, B: B, C: C, D: D",D,0.0
1355,science & technology,electronics & energy & mechanical eng.,"The piece of rubber is originally rectangular and subjected to the deformation shown by the dashed lines. Determine the average normal strain along the side AD. <image 1>
Options: A: 0.00680 mm/mm, B: -0.00680 mm/mm, C: -0.0281*10^(-3) mm/mm, D: 0.0281*10^(-3) mm/mm",D,0.0
520,instance reasoning,cross-instance attribute reasoning,"Which of the following statements match the image?
Options: A: A triangle is to the right of a blue rectangle., B: A magenta triangle is to the left of a blue rectangle., C: A magenta rectangle is to the left of a magenta shape., D: A yellow triangle is to the right of a blue shape.",A,0.0
537,instance reasoning,cross-instance relation reasoning,"Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?
Options: A: sample B, B: neither; the samples have the same temperature, C: sample A, D: nan",A,0.0
744,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all large metal blocks. Subtract all yellow cylinders. How many objects are left?
Choices:
(A) 4
(B) 5
(C) 2
(D) 6",D,0.0
203,fine-grained perception,localization,"In the image, what is the position of the blanket relative to the people?
Options: A: Above, B: Below, C: Beside, D: On top of",B,0.0
204,fine-grained perception,localization,"In the picture, which direction is the teddy bear facing?
Options: A: left, B: right, C: upward, D: downward",C,0.0
206,fine-grained perception,localization,"Is the tree in front of the house with leaves or without leaves?
Options: A: With leaves, B: Multiple trees are visible, making it unclear which one is being referred to, C: Can't infer from the given information, D: Without leaves",B,0.0
208,fine-grained perception,localization,"What is the position of the catcher relative to the home plate?
Options: A: The catcher is to the left of the home plate., B: The catcher is to the right of the home plate., C: The catcher is behind the home plate., D: The catcher is in front of the home plate.",A,0.0
216,fine-grained perception,localization,"What is the relative position of the woman's hand to her body in the image?
Options: A: Beside her head, B: At her side, C: Raised above her head, D: Resting on her hip",A,0.0
422,fine-grained perception,recognition,"What is the primary type of food that is in the image?
Options: A: Cookies, B: Potatoes, C: Indian curry, D: Fried dough",A,0.0
429,fine-grained perception,recognition,"What piece of furniture is in the foreground of the picture?
Options: A: A couch, B: A chair, C: A lamp, D: A table",A,0.0
1047,math,numeric commonsense and calculation,"A standing wave pattern is established in a string as shown. The wavelength of one of the component traveling waves is:<image 1>
Options: A: 0.25 m, B: 0.5 m, C: 4 m, D: 2 m",C,0.0
1048,math,numeric commonsense and calculation,"Consider the following balance sheet for TD. <image 1> Suppose that someone deposited $700 at TD Bank. Given this data, what is the minimum amount by which the money supply will increase?
Options: A: 0, B: 700, C: 1400, D: 3418",A,0.0
1057,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In how many years, is the volume of the air carriers in Ethiopia greater than the average volume of the air carriers in Ethiopia taken over all years ?
Choices:
(A) 3
(B) 1
(C) 2
(D) 4",D,0.0
756,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the age gap between these two people in image? (Unit: years)
Choices:
(A) 10
(B) 2
(C) 1
(D) 0",A,0.0
1066,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Move the ruler to measure the length of the pencil to the nearest inch. The pencil is about (_) inches long.
Choices:
(A) 1
(B) 1.5
(C) 2
(D) 3",D,0.0
1071,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What has been done to this letter?
Choices:
(A) slide
(B) flip
(C) turn
(D) nan",A,0.0
1085,math,numeric commonsense and calculation,"The area of which figure can be calculated using the formula in this picture?
Options: A: Square., B: Rectangle., C: Triangle., D: Circle.",A,0.0
266,fine-grained perception,object counting,"How many gloves can be seen in this image?
Options: A: One, B: Two, C: Three, D: Four",C,0.0
702,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which of the cubes is the same as the unfolded cube?
Choices:
(A) A
(B) B
(C) C
(D) D",A,0.0
420,fine-grained perception,recognition,"What is the primary color of the shoes worn by the player closest to the camera?
Options: A: Yellow, B: Black, C: Gray, D: Orange",C,0.0
136,coarse perception,image scene and topic,"Which corner doesn't have any plates?
Options: A: top-right, B: top-left, C: bottom-left, D: bottom-right",D,0.0
143,coarse perception,image scene and topic,"Which object can be found in the center of the image?
Options: A: Goalpost, B: Soccer ball, C: Referee, D: Crowd of people",D,0.0
144,coarse perception,image scene and topic,"Which object is the most central in the image?
Options: A: Woman in white dress, B: Actor in a white dress on the red carpet at a festival, C: Refrigerator, D: Red Carpet",A,0.0
145,coarse perception,image scene and topic,"Which of the following best describes the view from the deck?
Options: A: A view of a forest, B: A view of the cityscape, C: A view of the mountains, D: A view of a body of water",A,0.0
152,coarse perception,image scene and topic,"Which of the following words best describes the theme of this image?
Options: A: Salad, B: Fruit, C: Healthy, D: Chicken",A,0.0
156,coarse perception,image scene and topic,"Which option describe the object relationship in the image correctly?
Options: A: The suitcase is on the book., B: The suitcase is beneath the cat., C: The suitcase is beneath the bed., D: The suitcase is beneath the book.",A,0.0
658,instance reasoning,single-instance reasoning,"Where are the drawers located in the image?
Options: A: Under the bench, B: Above the sink, C: Next to the cabinets, D: Under the countertop",C,0.0
659,instance reasoning,single-instance reasoning,"Where is the lamp in the living room?
Options: A: On the coffee table, B: On the windowsill, C: On the end table, D: On the floor",A,0.0
660,instance reasoning,single-instance reasoning,"Where is the man playing the guitar located on the stage?
Options: A: Left side of the stage, B: Middle of the stage, C: Right side of the stage, D: Behind the microphones",D,0.0
