index	question	image	answer	category	l2_category	meta_info	image_path	A	B	C	D
1203	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: How many people prefer the most preferred object? Choices: (A) 4 (B) 5 (C) 7 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46FB3D0>	C	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1202.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1204	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Is the number of tiny objects that are behind the small metal jet less than the number of tiny things left of the tiny sedan? Choices: (A) Yes (B) No (C) nan (D) nan	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7109C46F90C0>	A	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1203.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1205	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: As shown in the figure, A, B, and C are the three points on ⊙O, if ∠C = 35.0, then the degree of ∠OAB is () Choices: (A) 35° (B) 55° (C) 65° (D) 70°	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=112x109 at 0x7109C46FA7D0>	B	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1204.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1206	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Is the number of large red cars behind the metal car less than the number of blue matte tandem bikes that are behind the big blue rubber utility bike? Choices: (A) Yes (B) No (C) nan (D) nan	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7109C46F9B40>	A	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1205.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1207	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: A real estate agent drove around the neighborhood and counted the number of houses on each block. How many blocks have exactly 36 houses? (Unit: blocks) Choices: (A) 0 (B) 1 (C) 2 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=197x136 at 0x7109C46F9030>	B	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1206.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1208	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: As shown in the figure, points A, B, C, and D are on circle O, and point E is on the extended line of AD. If ∠ABC = 60.0, then the degree of ∠CDE is () Choices: (A) 30° (B) 45° (C) 60° (D) 70°	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=123x104 at 0x7109C46FA500>	C	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1207.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1209	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the amplitude of this function? Choices: (A) 0 (B) 2 (C) 1 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=482x276 at 0x7109C46FAE90>	C	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1208.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1210	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Subtract all large yellow matte cubes. Subtract all metal things. How many objects are left? Choices: (A) 6 (B) 2 (C) 8 (D) 4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x240 at 0x7109C46F8CA0>	B	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1209.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1211	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the value of the largest bar? Choices: (A) 10 (B) 7.5 (C) 9 (D) 8	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46FBF70>	C	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1210.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1212	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: In how many years, is the net concessional disbursements from imf greater than 32000000 US$? Choices: (A) 2 (B) 1 (C) 3 (D) 4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1139x650 at 0x7109C46FB3D0>	A	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1211.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1213	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Calculate the missing value. Choices: (A) 4 (B) 3 (C) 2 (D) 1	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=890x756 at 0x7109C46F90C0>	D	math	numeric commonsense and calculation	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1212.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1214	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the sum of the accuracies of the algorithms fat and acre? Choices: (A) 8 (B) 15 (C) 9 (D) 12	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46FA7D0>	C	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1213.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1215	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 如图是一株美丽的勾股树，其中所有四边形都是正方形，所有的三角形都是直角三角形，若正方形A、B的面积分别为5、3，则最大正方形C的面积是（） Choices: (A) 15 (B) 13 (C) 11 (D) 8	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=134x155 at 0x7109C46F9B40>	D	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1214.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1216	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Which object comes next? Choices: (A) A (B) B (C) C (D) E	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=376x418 at 0x7109C46F9030>	D	math	numeric commonsense and calculation	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1215.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1217	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: △ABC的两内角平分线OB、OC相交于点O，若∠A＝110°，则∠BOC＝（） Choices: (A) 145° (B) 140° (C) 135° (D) 150°	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=131x60 at 0x7109C46FA500>	A	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1216.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1218	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Is the number of tiny gray bicycles that are on the left side of the brown metal sedan greater than the number of things that are to the left of the tiny green bicycle? Choices: (A) Yes (B) No (C) nan (D) nan	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7109C46FAE90>	A	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1217.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1219	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 已知：如图，△ABC中，AB＝AC，BD为∠ABC的平分线，∠BDC＝75°，则∠A的度数为（） Choices: (A) 25° (B) 35° (C) 40° (D) 45°	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=123x132 at 0x7109C46F8CA0>	C	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1218.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1220	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the highest lysine level given? Choices: (A) 0.33% (B) 0.30% (C) 0.29% (D) 0.32%	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=1683x2185 at 0x7109C46FBF70>	B	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1219.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1221	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Move the ruler to measure the length of the nail to the nearest inch. The nail is about (_) inches long. Choices: (A) 0 (B) 1 (C) 2 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=438x199 at 0x7109C46FB3D0>	C	math	numeric commonsense and calculation	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1220.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1222	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the value of the smallest bar? Choices: (A) 1 (B) 2 (C) -1 (D) 0	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46F90C0>	A	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1221.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1223	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the sum of the accuracies of the algorithms calf and ivory? Choices: (A) 10 (B) 12 (C) 11 (D) 13	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46FA7D0>	D	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1222.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1224	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: How many items sold less than 5 units in at least one store? Choices: (A) 0 (B) 4 (C) 3 (D) 2	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46F9B40>	D	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1223.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1225	A customer protection service has obtained 8 bags of candy that are supposed to contain 16 ounces of candy each. The candy is weighed to determine if the average weight is at least the claimed 16 ounces. The results are in given in Table 2.57. What is the mean weight of a bag of candy in the sample?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1225x601 at 0x7109C46F9030>	D	math	statistical reasoning	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1224.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1226	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: As shown in the figure, the light source P is directly above the crossbar AB, the shadow of AB under the light is CD, AB ∥ CD, AB = 2.0, CD = 5.0, the distance between point P and CD is 3.0, then the distance between AB and CD is (). Choices: (A) \frac{6}{5} (B) \frac{7}{6} (C) \frac{9}{5} (D) \frac{15}{2}	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=156x110 at 0x7109C46FA500>	C	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1225.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1227	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 如图，A，B两点被池塘隔开，在AB外选一点C，使点C能直接到达点A和点B，连接AC和BC，并分别找出AC和BC的中点M，N．如果测得MN＝20m，那么A，B两点的距离是（） Choices: (A) 10m (B) 20m (C) 35m (D) 40m	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=148x107 at 0x7109C46FAE90>	D	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1226.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1228	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Move the ruler to measure the length of the pencil to the nearest inch. The pencil is about (_) inches long. Choices: (A) 0.5 (B) 1 (C) 2 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=438x170 at 0x7109C46F8CA0>	D	math	numeric commonsense and calculation	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1227.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1229	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 如图，AD是△ABC的中线，E为AD的中点，△ABE的面积为2，则△ABC的面积为（） Choices: (A) 5 (B) 6 (C) 7 (D) 8	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=118x111 at 0x7109C46FBF70>	D	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1228.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1230	Consider the following problem: Minimize (x1    3)^2 + (x2    2)^2 subject to x1^2    x2    3 $\le $ 0 x2    1 $\le $ 0    x1 $\le $ 0 Give the solution.	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x286 at 0x7109C46FB3D0>	D	math	geometry	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1229.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1231	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 如图，PA是⊙O的切线，切点为A，OP＝4，∠APO＝30°，则⊙O的半径长为（） Choices: (A) 1 (B) √{3} (C) 2 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=122x87 at 0x7109C46F90C0>	C	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1230.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1232	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 如图，在Rt△ABC中，∠ABC＝90°，点D、E、F分别是边AB、BC、CA的中点，若DE+BF＝8，则BF的值为（） Choices: (A) 3 (B) 4 (C) 5 (D) 6	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x146 at 0x7109C46FA7D0>	B	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1231.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1233	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the sum of all the values in the ruling group? Choices: (A) 10 (B) 12 (C) 11 (D) 13	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46F9B40>	B	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1232.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1234	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the value of the smallest individual bar in the whole chart? Choices: (A) 5 (B) 10 (C) 20 (D) 30	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46F9030>	C	math	statistical reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1233.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1235	A surveyor needs to know the distance between points C and B in Figure 2.17. A building obscures the view directly between the two points. Setting up at the end of the building at point A, the surveyor measures the two distances AC and AB, and the interior angle at A. What is the desired distance, CB?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=709x286 at 0x7109C46FA500>	D	math	geometry	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1234.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1236	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: When does the function reach its local maximum? Choices: (A) (u1, u2) = (0, 0) (B) (u1, u2) = (1, 0) (C) (u1, u2) = (0, 1) (D) (u1, u2) = (1, 1)	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=458x325 at 0x7109C46FAE90>	A	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1235.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1237	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: In $\triangle CDF$, $K$ is the centroid and $DK=16$. Find $CD$. Choices: (A) 9 (B) 12 (C) 18 (D) 18	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=461x540 at 0x7109C46F8CA0>	C	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1236.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1238	The table of data obtained from www.baseball-almanac.com shows hit information for four well known baseball players. Suppose that one hit from the table is randomly selected. Find P(hit was made by Babe Ruth).	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1285x433 at 0x7109C46FBF70>	B	math	statistical reasoning	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1237.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1239	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: 如图，在矩形ABCD中，AB＝2，∠AOB＝60°，则BD的长为（） Choices: (A) 4 (B) 3 (C) 2 (D) 2√{3}	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=148x92 at 0x7109C46FB3D0>	A	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1238.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1240	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Line AB is tangent to circle O. If AB = 8 and OB = 10, find the diameter of the circle. Choices: (A) 4 (B) 6 (C) 12 (D) 10	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=347x443 at 0x7109C46F90C0>	C	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1239.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1241	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Find $m \angle N C L$ Choices: (A) 60 (B) 120 (C) 240 (D) 360	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=367x279 at 0x7109C46FA7D0>	B	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1240.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1242	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Find the value of $t$ in the parallelogram. Choices: (A) 6 (B) 7 (C) 8 (D) 13	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=428x400 at 0x7109C46F9B40>	B	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1241.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1243	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: $a=14, b=48,$ and $c=50$ find $cosA$ Choices: (A) 0.14 (B) 0.48 (C) 0.50 (D) 0.96	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=238x160 at 0x7109C46F9030>	D	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1242.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1244	Given the adjacency matrix of a weighted undirected graph as follows, the total weight of its minimum spanning tree is:	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=177x146 at 0x7109C46FA500>	D	math	statistical reasoning	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1243.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1245	Suppose that your demand schedule for DVDs is as follows:  what is your price elasticity of demand as the price of DVDs increases from $8 to $10 if your income is $12,000?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=955x283 at 0x7109C46FAE90>	D	math	statistical reasoning	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1244.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1246	Hint: Please answer the question requiring a floating-point number with two decimal places and provide the final value, e.g., 1.23, 1.34, 1.45, at the end. Question: Figure 23-42 is a section of a conducting rod of radius $R_1=1.30 \mathrm{~mm}$ and length $L=$ $11.00 \mathrm{~m}$ inside a thin-walled coaxial conducting cylindrical shell of radius $R_2=10.0 R_1$ and the (same) length $L$. The net charge on the rod is $Q_1=+3.40 \times 10^{-12} \mathrm{C}$; that on the shell is $Q_2=-2.00 Q_1$. What is the magnitude $E$ of the electric field at radial distance $r=2.00 R_2$? Choices: (A) -0.21 (B) 0.21 (C) 21 (D) 0	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=262x303 at 0x7109C46F8CA0>	B	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1245.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1247	The area of which figure can be calculated using the formula in this picture?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=150x101 at 0x7109C46FBF70>	A	math	numeric commonsense and calculation	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/1246.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1248	The volume of which object can be calculated using the formula in the figure?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=146x93 at 0x7109C46FB3D0>	C	math	geometry	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/1247.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1249	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Find $h$ in the triangle. Choices: (A) 4.62 (B) 5.66 (C) 6.93 (D) 8	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=275x161 at 0x7109C46F90C0>	D	math	geometry	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1248.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1250	In data set A, the mean is	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=974x778 at 0x7109C46FA7D0>	B	math	numeric commonsense and calculation	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1249.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1251	Which part is represented by the alphabet H?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7109C46F9B40>	B	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1250.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1252	What could be the reason for the corky outgrowths on a young ash tree by the roadside in Littondale, Yorkshire?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1852x2560 at 0x7109C46F9030>	B	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1251.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1253	The pedigree in  shows the mode of inheritance of a human disease that is associated with mutations in Gene A. Note: Individuals marrying into this family DO NOT have the disease-associated allele unless shaded and the pedigree is completely penetrant. What is the genotype(s) of Individual 9?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1148x568 at 0x7109C46FA500>	A	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1252.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1254	Where would a loss of taste be expected?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=686x610 at 0x7109C46FAE90>	B	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1253.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1255	Find the amplitude (in terms of V) of the phasor voltage $V_C$ in the circuit of .	<PIL.JpegImagePlugin.JpegImageFile image mode=L size=435x222 at 0x7109C46F8CA0>	A	science & technology	electronics & energy & mechanical eng.	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1254.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1256	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Consider the infinitely long chain of resistors shown below. What is the resistance between terminals a and b if R=1? Choices: (A) 1.46 (B) 73 (C) 0 (D) 0.73	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=463x169 at 0x7109C46FBF70>	D	science & technology	electronics & energy & mechanical eng.	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/1255.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1257	What letter represents oxygen?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=836x800 at 0x7109C46FB3D0>	B	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1256.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1258	Which of the following is the enantiomer of the compound shown below ?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=133x151 at 0x7109C46F90C0>	A	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1257.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1259	The structural formula of the glycinium cation is shown above. Arrows indicate the $pK_a$ values for the labile protons in the molecule. Which of the following is true about the geometry of the glycinium cation?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=494x286 at 0x7109C46FA7D0>	B	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1258.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1260	Which label is the one refers to the peat?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=724x1500 at 0x7109C46F9B40>	D	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1259.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1261	What is represented by organ A?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=619x471 at 0x7109C46F9030>	B	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1260.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1262	Which Diagram Shows spring Here ?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=460x301 at 0x7109C46FA500>	B	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1261.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1263	The manufacture of compound F requires five separate chemical reactions. The initial reactant, compound A, is converted to compound B, compound B is converted to compound C, and so on. The diagram below summarizes the steps in the manufacture of compound F, including the percent yield for each step. Provide the missing quantities or missing percent yields.Assume that the reactant and product in each step react in a one-to-one mole ratio.	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=464x429 at 0x7109C46FAE90>	D	science & technology	biology & chemistry & physics	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1262.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1264	The stages in its life cycle are labeled A, B, C, and D. Which stage is shown at C?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=275x312 at 0x7109C46F8CA0>	B	science & technology	biology & chemistry & physics	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1263.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1265	What's shown at stages B and I?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x265 at 0x7109C46FBF70>	C	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1264.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
1266	What is represented by H?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x265 at 0x7109C46FB3D0>	C	science & technology	geography & earth science & agriculture	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/1265.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
