,image_id,qid,question_type,question_en,answers,multiple_choice_answer,answer_type,question_kr,Unnamed: 0.2,category,l2_category,options,Unnamed: 0.1,Unnamed: 0,index
211,,296,,How many people are there in the image? ,,,choice,이미지에 몇 명이 있나요?,52.0,fine-grained perception,object counting,"A: 0 0, B: 1 1, C: 2 2, D: 3 3",52.0,52.0,
212,,169,,Which category does this image belong to? ,,,choice,이 이미지는 어떤 범주에 속하나요?,53.0,coarse perception,image style & quality," A: MRI image MRI 이미지, B: icon 아이콘, C: microscopic image 현미경 이미지, D: abstract painting 추상화",53.0,53.0,
213,,627,,What's the function of the demonstrated object? ,,,choice,시연된 물체의 기능은 무엇입니까?,54.0,instance reasoning,single-instance reasoning,"A: display information in pictorial or textual form 그림이나 텍스트 형태로 정보를 표시, B: project images or videos onto a larger surface 더 큰 표면에 이미지나 비디오를 투사, C: watch TV shows TV 프로그램을 시청하다, D: display digital photos in a slideshow format. 디지털 사진을 슬라이드쇼 형식으로 표시",54.0,54.0,
214,,334,,Can you see a flag in the image? ,,,choice,이미지에서 깃발이 보이나요?,55.0,fine-grained perception,recognition,"A: Yes, it's in the middle of the frame, 네, 프레임의 중앙에 있습니다, B: Yes, it's close to the bottom left corner, 네, 프레임의 왼쪽 하단 모서리 쪽에 있습니다, C: No, there's no flag in the image, 아니요, 이미지에 깃발이 없습니다, D: Yes, it's to the right of the frame, 네, 프레임의 오른쪽에 있습니다",55.0,55.0,
215,,499,,What is the relative position of the window to the shutters on the building in the image? ,,,choice,창문이 셔터에 대해 어떤 상대적 위치에 있습니까?,56.0,instance reasoning,cross-instance attribute reasoning,"A: The window is above the shutters, 창문은 셔터 위에 있다, B: The window is on the same level as the shutters, 창문은 셔터와 같은 높이에 있다, C: The window is below the shutters, 창문은 셔터 아래에 있다, D: The window is to the left of the shutters, 창문은 셔터의 왼쪽에 있다",56.0,56.0,
216,,171,,Which category does this image belong to? ,,,choice,이 이미지는 어떤 범주에 속하나요?,57.0,coarse perception,image style & quality,"A: MRI image, B: icon, C: microscopic image, D: abstract painting A: MRI 이미지, B: 아이콘, C: 현미경 이미지, D: 추상화",57.0,57.0,
217,,724,,"Based on the lighting, what time of day does it appear to be in the image? ",,,choice,조명에 따라 어느 시간대인가요?,59.0,logical reasoning,common reasoning,"A: Late afternoon, B: Morning, C: Evening, D: Night A: 늦은 오후, B: 아침, C: 저녁, D: 밤",59.0,59.0,
218,,505,,Which image is more brightful? ,,,choice,어떤 이미지가 더 밝습니까?,60.0,instance reasoning,cross-instance attribute reasoning,"A: The first image 첫 번째 이미지, B: The second image 두 번째 이미지, C: nan, D: nan",60.0,60.0,
219,,305,,How many persons are playing guitar in the concert? ,,,choice,콘서트에서 기타를 연주하는 사람은 몇 명입니까?,62.0,fine-grained perception,object counting,"A: 1 1, B: 2 2, C: 3 3, D: 4 4",62.0,62.0,
220,,1171,,"Kimpel Products makes pizza ovens for commercial use. James Kimpel, CEO, is contemplating producing smaller ovens for use in high school and college kitchens. The activities necessary to build an experimental model and related data are given in the following table: <image 1> What is the project completion date? ",,,choice,Kimpel Products는 상업용 피자 오븐을 제조합니다.,63.0,math,statistical reasoning,"A: Slacks are: 0, 2, 11, 0, 2, 11, 0 슬랙은: 0, 2, 11, 0, 2, 11, 0 B: Slacks are: 0, 3, 10, 0, 3, 10, 0 슬랙은: 0, 3, 10, 0, 3, 10, 0 C: Slacks are: 0, 4, 9, 0, 4, 9, 0 슬랙은: 0, 4, 9, 0, 4, 9, 0 D: Slacks are: 0, 5, 11, 0, 5, 11, 0 슬랙은: 0, 5, 11, 0, 5, 11, 0",63.0,63.0,
221,,75,,What is the main object in the image? ,,,choice,이미지에서 가장 중요한 사물은 무엇입니까?,64.0,coarse perception,image scene and topic,"A: The guitar 기타, B: The man 남자, C: The woman 여자, D: The person on stage 무대에 선 사람",64.0,64.0,
222,,149,,Which of the following captions best describes this image? ,,,choice,다음 캡션 중 어떤 것이 가장 잘 설명합니까?,65.0,coarse perception,image scene and topic,"A: A person playing a guitar on a stage A: 무대에서 기타를 연주하는 사람, B: A group of people dancing at a party B: 파티에서 춤추는 사람들, C: A singer performing on a microphone C: 마이크 앞에서 노래하는 가수, D: A person playing a piano in a studio D: 스튜디오에서 피아노를 연주하는 사람",65.0,65.0,
223,,1047,,A standing wave pattern is established in a string as shown. The wavelength of one of the component traveling waves is:<image 1> ,,,choice,현에서 정재파가 형성된다.,66.0,math,numeric commonsense and calculation,"A: 0.25 m, B: 0.5 m, C: 4 m, D: 2 m A: 0.25 m, B: 0.5 m, C: 4 m, D: 2 m",66.0,66.0,
224,,704,,What is correct Python code to generate the content of the image? ,,,choice,다음은 co...를 생성하기 위한 올바른 Python 코드가 무엇인가요?,67.0,logical reasoning,code & sequence reasoning,"A: class Person:\n def __init__(self, fname, lname):\n self.firstname = fname\n self.lastname = lname\n\n def printname(self):\n print(self.firstname, self.lastname)\n\n#Use the Person class to create an object, and then execute the printname method:\n\nx = Person(\""John\"", \""Doe\"")\nx.printname()\n 한국어 설명: Person 클래스를 정의하고 객체를 만들어 printname 메서드를 호출하는 예제. , B: mystr = \""banana\""\nmyit = iter(mystr)\n\nprint(next(myit))\nprint(next(myit))\nprint(next(myit))\nprint(next(myit))\nprint(next(myit))\nprint(next(myit))  한국어 설명: 문자열에서 이터레이터를 생성하고 각 next() 호출로 문자를 차례로 출력하는 예제. , C: def my_function():\n print(\""Hello from a function\"")\n \nmy_function()\n 한국어 설명: 함수 정의 및 호출의 간단한 예제. , D: x = min(5, 10, 25)\ny = max(5, 10, 25)\n\nprint(x)\nprint(y)\n 한국어 설명: 최소값과 최대값을 구하고 출력하는 예제.",67.0,67.0,
225,,11,,What motion this image want to convey? ,,,choice,이 이미지가 전달하려는 동작은 무엇인가?,70.0,coarse perception,image emotion,"A: happy 행복한, B: angry 화난, C: sad 슬픈, D: terrified 겁에 질린",70.0,70.0,
226,,277,,How many paintings are in the image? ,,,choice,그 이미지에는 그림이 몇 점이나 있나요?,71.0,fine-grained perception,object counting,"A: 0, B: 2, C: 1, D: 3 A: 0, B: 2, C: 1, D: 3",71.0,71.0,
227,,81,,What is the main theme of the image? ,,,choice,이미지의 주요 주제는 무엇인가요?,72.0,coarse perception,image scene and topic," A: Bearded men 수염 난 남자들, B: Bathroom hygiene 욕실 위생, C: Royal monarchy 왕정, D: Home decor 가정 장식",72.0,72.0,
228,,624,,What's the function of the demonstrated object? ,,,choice,시연된 물체의 기능은 무엇입니까...?,75.0,instance reasoning,single-instance reasoning,"A: Separatist 분리주의자, B: Clamping 클램핑, C: drill 드릴, D: incise 절개",75.0,75.0,
229,,34,,What is happening in the image? ,,,choice,이미지에서 무슨 일이 일어나고 있나요?,76.0,coarse perception,image scene and topic,"A: A football player is tackling a soccer player, 풋볼 선수가 축구 선수를 태클하고 있다, B: A soccer player is kicking a football, 축구 선수가 축구공을 차고 있다, C: A group of men are playing soccer, 여러 남자들이 축구를 하고 있다, D: A football player is dribbling the ball towards the goal, 풋볼 선수가 골대 방향으로 공을 드리블하고 있다",76.0,76.0,
230,,415,,What is the name of the place shown? ,,,choice,제시된 장소의 이름은 무엇입니까?,78.0,fine-grained perception,recognition,"A: Virginia 버지니아, B: Michigan 미시간, C: Kentucky 켄터키, D: Maryland 메릴랜드",78.0,78.0,
231,,810,,Where is the woman holding her belly in the image? ,,,choice,이미지에서 여자가 배를 들고 있는 위치는 어디인가요?,80.0,logical reasoning,common reasoning,"A: With both hands 양손으로, B: With her right hand 오른손으로, C: With her left hand 왼손으로, D: She's not holding her belly 그녀는 배를 들고 있지 않다",80.0,80.0,
232,,553,,What is the most curved beak species? ,,,choice,가장 곡선 모양의 부리를 가진 종은 무엇입니까?,81.0,instance reasoning,cross-instance relation reasoning,"A: iiki, B: swallow-tanager, C: cliff swallow, D: hawfinch A: 아이키, B: 제비-탄가르새, C: 절벽제비, D: 큰부리딱새",81.0,81.0,
233,,808,,What will happen next? ,,,choice,다음에 무슨 일이 일어날까요?,82.0,logical reasoning,common reasoning,"A: this person is gonna cry, 이 사람이 울 것 같다, B: this person is gonna laugh, 이 사람이 웃을 것 같다, C: this person is gonna get mad, 이 사람이 화가 날 것이다, D: both A,B, and C, A, B, 및 C 모두",82.0,82.0,
234,,585,,How is the model's leg positioned in the image? ,,,choice,이미지에서 모델의 다리는 어떻게 위치하고 있나요?,83.0,instance reasoning,single-instance reasoning,"A: Crossed, B: Straight, C: Raised, D: Bent A: 교차된, B: 직선의, C: 올려진, D: 구부린",83.0,83.0,
235,,562,,Which group has a notched outline? ,,,choice,어떤 그룹이 홈이 파인 윤곽선을 가지고 있나요?,84.0,instance reasoning,cross-instance relation reasoning,"A: A, B: D, C: B, D: C A: 에이, B: 디, C: 비, D: 씨",84.0,84.0,
236,,274,,How many musical instruments can be seen in the image? ,,,choice,보이는 악기의 수는 몇 개인가요?,85.0,fine-grained perception,object counting,"A: One 하나, B: Four 넷, C: Three 셋, D: Two 둘",85.0,85.0,
237,,1044,,The volume of which object can be calculated using the formula in the figure? ,,,choice,다음 물체의 부피는 무엇을 사용하여 계산할 수 있나요?,86.0,math,geometry,"A: Cuboid. A: 직육면체., B: Cylinder. B: 원통., C: Cone. C: 원뿔., D: Sphere. D: 구체.",86.0,86.0,
238,,304,,How many people in the image have a visible smile? ,,,choice,사진 속에서 보이는 미소를 가진 사람이 몇 명입니까?,87.0,fine-grained perception,object counting," A: Two, B: Four, C: Three, D: Five A: Two 둘, B: Four 네, C: Three 셋, D: Five 다섯",87.0,87.0,
239,,572,,Which solution has a higher concentration of blue particles? ,,,choice,b...의 농도가 더 높은 용액은 어느 것입니까?,88.0,instance reasoning,cross-instance relation reasoning,"A: Solution A 용액 A, B: Solution B 용액 B, C: neither; their concentrations are the same 둘 다 아니다; 농도가 같습니다, D: nan 값이 없습니다",88.0,88.0,
240,,533,,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature? ,,,choice,입자들의 평균 운동 에너지를 비교하시오.,90.0,instance reasoning,cross-instance relation reasoning," A: neither; the samples have the same temperature 둘 다 아니다; 두 샘플의 온도가 같다, B: sample A, 샘플 A, C: sample B, 샘플 B, D: nan NaN(숫자 아님)",90.0,90.0,
241,,348,,Name the topmost opening of a volcano ,,,choice,화산의 최상단 분화구의 이름을 말하시오.,91.0,fine-grained perception,recognition,"A: Camino Proncipale 주요 경로, B: Camino volcanico 화산 경로, C: Cratere volcanico 화산 분화구, D: Cratere Proncipale 주요 분화구",91.0,91.0,
242,,567,,Which property do these four objects have in common? ,,,choice,다음 네 객체가 공통으로 가지는 속성은 무엇입니까?,92.0,instance reasoning,cross-instance relation reasoning,"A: fragile 약한, B: transparent 투명한, C: opaque 불투명한, D: nan 숫자가 아님",92.0,92.0,
243,,150,,Which of the following captions best describes this image? ,,,choice,다음 캡션 중 어떤 것이 가장 잘 설명합니까?,94.0,coarse perception,image scene and topic,"A: A person taking a photo with a camera, B: A group of people watching a movie in a theater, C: A person reading a book in a library, D: A woman applying makeup in front of a mirror A: 카메라로 사진을 찍는 사람, B: 극장에 모여 영화를 보는 사람들, C: 도서관에서 책을 읽는 사람, D: 거울 앞에서 화장을 하는 여성",94.0,94.0,
244,,146,,Which of the following captions best describes this image? ,,,choice,다음 이미지에 대해 아래 캡션 중 어느 것이 가장 잘 설명합니까?,95.0,coarse perception,image scene and topic,"A: A group of people playing soccer in a field, B: A woman walking her dog on a beach, C: A man riding a bicycle on a mountain trail, D: A child playing with a ball in a park 들판에서 축구를 하는 사람들, 해변에서 개를 산책하는 여성, 산길에서 자전거를 타는 남성, 공원에서 공을 가지고 노는 아이",95.0,95.0,
245,,21,,what emotion does this emoji express? ,,,choice,이 이모지는 어떤 감정을 표현하나요?,96.0,coarse perception,image emotion,"A: happy 행복한, B: sad 슬픈, C: excited 신난, D: angry 화난",96.0,96.0,
246,,923,,Which part the body that lies between the thorax and the stinger? ,,,choice,흉부 사이에 위치한 신체의 어느 부분입니까?,97.0,logical reasoning,diagram reasoning,"A: C, B: A, C: G, D: I A: C(씨), B: A(에이), C: G(지), D: I(아이)",97.0,97.0,
247,,225,,Where is the pathway located in the image? ,,,choice,이미지에서 경로가 어디에 위치해 있나요?,98.0,fine-grained perception,localization,"A: On the left side of the image, 이미지의 왼쪽에 있습니다 B: On the right side of the image, 이미지의 오른쪽에 있습니다 C: In the center of the image, 이미지의 중앙에 있습니다 D: Cannot be determined from the information provided, 제공된 정보로는 판단할 수 없습니다",98.0,98.0,
248,,308,,How many plants are in the image? ,,,choice,이미지에 식물이 몇 개 있나요?,99.0,fine-grained perception,object counting,"A: 1, B: 2, C: 3, D: 4 A: 1, B: 2, C: 3, D: 4",99.0,99.0,
249,,418297001,is,Is a real bird on the tower?,,,text,탑 위에 진짜 새가 있나요?,0.0,,,,,0.0,0.0
250,,444302001,what is the,What is the number on the pole?,,,text,기둥에 있는 숫자는 무엇인가요?,1.0,,,,,1.0,1.0
251,,244019002,has,Has the wall been tagged?,,,text,벽에 태그가 붙었나요?,2.0,,,,,2.0,2.0
252,,297269002,what color is the,What color is the label on the side of the bottom appliance?,,,text,하단 가전제품 측면의 라벨은 어떤 색인가요?,3.0,,,,,3.0,3.0
253,,22656001,is there,Is there toothpaste on the sink?,,,text,싱크대에 치약이 있나요?,4.0,,,,,4.0,4.0
254,,552849003,none of the above,Where is a man wearing a white robe?,,,text,흰 가운을 입은 남자는 어디에 있나요?,5.0,,,,,5.0,5.0
255,,96762000,how many,How many American flags are in the picture?,,,text,사진에는 몇 개의 국기가 있나요?,6.0,,,,,6.0,6.0
256,,537701022,does this,Does this man's tie match the background?,,,text,이 남자의 넥타이가 배경과 일치하나요?,7.0,,,,,7.0,7.0
257,,326814006,is the,Is the electricity in the room turned on?,,,text,방에 전기가 켜져 있나요?,8.0,,,,,8.0,8.0
258,,466838000,is this a,Is this a normal size slice of pizza?,,,text,이것은 보통 크기의 피자 조각인가요?,9.0,,,,,9.0,9.0
259,,399516001,none of the above,Did you try any of these?,,,text,이것들 중 하나라도 시도해 보셨나요?,10.0,,,,,10.0,10.0
260,,280238001,do you,Do you see a street light?,,,text,가로등 보이시나요?,11.0,,,,,11.0,11.0
261,,563730000,what color is the,What color is the fork?,,,text,포크는 어떤 색인가요?,12.0,,,,,12.0,12.0
262,,153782000,is this a,Is this a 3-D photo?,,,text,이것은 3D 사진인가요?,13.0,,,,,13.0,13.0
263,,79930001,how many people are,How many people are on the motorcycle?,,,text,오토바이에 몇 명이 타고 있나요?,14.0,,,,,14.0,14.0
264,,4495000,what,What item in the room is plaid?,,,text,방 안에 어떤 물건이 격자무늬로 되어 있나요?,15.0,,,,,15.0,15.0
265,,301305003,none of the above,Does anyone have on glasses?,,,text,안경 쓴 사람 있나요?,16.0,,,,,16.0,16.0
266,,241209002,what color is the,What color is the table?,,,text,테이블의 색상은 무엇인가요?,17.0,,,,,17.0,17.0
267,,208566001,how many,How many containers of peanut butter are on the table?,,,text,테이블 위에 땅콩버터 용기가 몇 개 있습니까?,18.0,,,,,18.0,18.0
268,,480416017,is it,Is it raining?,,,text,비가 오나요?,19.0,,,,,19.0,19.0
269,,360698008,is the,Is the weather safe for flying?,,,text,날씨가 비행하기에 안전한가요?,20.0,,,,,20.0,20.0
270,,527038002,what,What website is shown?,,,text,어떤 웹사이트가 표시되나요?,21.0,,,,,21.0,21.0
271,,562347009,what is the man,What is the man doing?,,,text,남자는 무엇을 하고 있나요?,22.0,,,,,22.0,22.0
272,,357532001,is there a,Is there a fence around the top row of seats?,,,text,좌석 맨 윗줄에 울타리가 있나요?,23.0,,,,,23.0,23.0
273,,35105002,how many,How many cars are there?,,,text,차가 몇 대 있습니까?,24.0,,,,,24.0,24.0
274,,316596001,what is the,What is the cake sitting on?,,,text,케이크가 무엇 위에 놓여 있나요?,25.0,,,,,25.0,25.0
275,,578093003,is this a,Is this a boathouse?,,,text,여기가 보트 하우스인가요?,26.0,,,,,26.0,26.0
276,,163280011,what are,What are they researching?,,,text,그들은 무엇을 연구하고 있습니까?,27.0,,,,,27.0,27.0
277,,280242009,what is the,What is the reflection?,,,text,반성이란 무엇인가요?,28.0,,,,,28.0,28.0
278,,98658002,is there a,Is there a passenger in the truck?,,,text,트럭에 승객이 있습니까?,29.0,,,,,29.0,29.0
279,,196516003,is he,Is he flipping the board?,,,text,그가 보드를 뒤집고 있나요?,30.0,,,,,30.0,30.0
280,,343481000,are these,Are these sheep in a box?,,,text,이 양들은 상자에 들어 있나요?,31.0,,,,,31.0,31.0
281,,66543002,is this a,Is this a busy area?,,,text,여기가 번잡한 지역인가요?,32.0,,,,,32.0,32.0
282,,94663002,can you,Can you see the sky from this photo?,,,text,이 사진에서 하늘이 보이나요?,33.0,,,,,33.0,33.0
283,,491242000,what is the man,What is the man wearing?,,,text,남자는 무엇을 입고 있나요?,34.0,,,,,34.0,34.0
284,,55772003,what is on the,What is on the plate?,,,text,접시 위에 무엇이 있나요?,35.0,,,,,35.0,35.0
285,,364725009,is this a,Is this a puppy?,,,text,강아지인가요?,36.0,,,,,36.0,36.0
286,,521669001,what is the man,What is the man holding in his hand?,,,text,남자가 손에 들고 있는 것은 무엇입니까?,37.0,,,,,37.0,37.0
287,,224595001,is the,Is the plane flying?,,,text,비행기가 날고 있나요?,38.0,,,,,38.0,38.0
288,,19109001,is that a,Is that a restaurant?,,,text,식당인가요?,39.0,,,,,39.0,39.0
289,,522232002,is the man,Is the man wearing a helmet?,,,text,남자가 헬멧을 쓰고 있나요?,40.0,,,,,40.0,40.0
290,,235597003,what color is the,What color is the mouse?,,,text,마우스는 어떤 색인가요?,41.0,,,,,41.0,41.0
291,,504827000,what color is the,What color is the soap in the dispenser?,,,text,디스펜서의 비누는 어떤 색인가요?,42.0,,,,,42.0,42.0
292,,523871003,are these,Are these people real?,,,text,이 사람들 진짜인가요?,43.0,,,,,43.0,43.0
293,,239992006,what is the,What is the plane on the left?,,,text,왼쪽에 있는 비행기는 무엇인가요?,44.0,,,,,44.0,44.0
294,,503210000,what is,What is hanging on the left wall?,,,text,왼쪽 벽에는 무엇이 걸려 있나요?,45.0,,,,,45.0,45.0
295,,122981001,is the,Is the boy playing?,,,text,소년이 놀고 있나요?,46.0,,,,,46.0,46.0
296,,273420002,who is,Who is the man talking to on the phone?,,,text,남자가 전화로 누구와 이야기하고 있습니까?,47.0,,,,,47.0,47.0
297,,205594005,what sport is,What sport is this?,,,text,이 스포츠는 무엇인가요?,48.0,,,,,48.0,48.0
298,,176149002,what kind of,What kind of street sign is in the picture?,,,text,사진 속에는 어떤 종류의 거리 표지판이 있나요?,49.0,,,,,49.0,49.0
299,,11241003,is this,Is this enough food for more than two people?,,,text,이 음식은 두 명 이상이 먹을 수 있는 양인가요?,50.0,,,,,50.0,50.0
300,,47837003,how many people are,How many people are wearing glasses?,,,text,안경을 쓰고 있는 사람은 몇 명입니까?,51.0,,,,,51.0,51.0
301,,525021007,none of the above,Does everyone have helmets on?,,,text,모두 헬멧을 쓰고 있나요?,52.0,,,,,52.0,52.0
302,,346577000,what color is,What color is his shirt?,,,text,그의 셔츠는 무슨 색인가요?,53.0,,,,,53.0,53.0
303,,183715005,what,What flavor is the frosting on the cake?,,,text,케이크의 프로스팅은 어떤 맛인가요?,54.0,,,,,54.0,54.0
304,,512760019,what color are the,What color are the cabinets?,,,text,캐비닛은 어떤 색인가요?,55.0,,,,,55.0,55.0
305,,570528001,is the,Is the pet in its bed?,,,text,애완동물이 침대에 있나요?,56.0,,,,,56.0,56.0
306,,459301002,what,What covers the ground?,,,text,무엇이 땅을 덮고 있습니까?,57.0,,,,,57.0,57.0
307,,492271002,what,What herb is the man trimming?,,,text,남자가 다듬고 있는 허브는 무엇인가요?,58.0,,,,,58.0,58.0
308,,572178006,is this,Is this photo in color?,,,text,이 사진은 색상인가요?,59.0,,,,,59.0,59.0
309,,28682012,is there a,Is there a kettle on the stove?,,,text,스토브에 주전자가 있나요?,60.0,,,,,60.0,60.0
310,,131869001,what sport is,What sport is being played?,,,text,어떤 스포츠가 진행되고 있나요?,61.0,,,,,61.0,61.0
311,,532812006,what sport is,What sport is being played in this scene?,,,text,이 장면에서 어떤 스포츠가 진행되고 있나요?,62.0,,,,,62.0,62.0
312,,119802000,do,Do any cars have their lights on?,,,text,불이 켜져 있는 차가 있나요?,63.0,,,,,63.0,63.0
313,,524282006,are these,Are these women wearing skirts?,,,text,이 여성들은 치마를 입고 있나요?,64.0,,,,,64.0,64.0
314,,563295006,is the,Is the sky clear?,,,text,하늘이 맑나요?,65.0,,,,,65.0,65.0
315,,126592007,what,What road is nearby?,,,text,근처에 어떤 도로가 있나요?,66.0,,,,,66.0,66.0
316,,114941009,what color is the,What color is the train?,,,text,기차는 어떤 색인가요?,67.0,,,,,67.0,67.0
317,,455219002,how many,How many animals are there?,,,text,동물이 몇 마리 있나요?,68.0,,,,,68.0,68.0
318,,127660002,is this,"Is this woman ""dressed her age""?",,,text,"이 여성은 ""나이를 차려입었나요?""",69.0,,,,,69.0,69.0
319,,330955003,what is on the,What is on the kids head?,,,text,아이들 머리에는 무엇이 있나요?,70.0,,,,,70.0,70.0
320,,437947001,where is the,Where is the sink in the picture?,,,text,사진 속 싱크대는 어디에 있나요?,71.0,,,,,71.0,71.0
321,,450709003,what is,What is she wearing on her eyes?,,,text,그녀는 눈에 무엇을 입고 있나요?,72.0,,,,,72.0,72.0
322,,554459002,which,Which one is wearing sunglasses?,,,text,선글라스를 쓰고 있는 사람은 누구인가요?,73.0,,,,,73.0,73.0
323,,60347004,does the,Does the chair have a cup holder?,,,text,의자에 컵 홀더가 있나요?,74.0,,,,,74.0,74.0
324,,345154001,which,Which sport item is higher in the air?,,,text,어떤 스포츠 아이템이 더 높은가요?,75.0,,,,,75.0,75.0
325,,193743000,which,Which foot is in front of the other?,,,text,어느 발이 다른 발 앞에 있나요?,76.0,,,,,76.0,76.0
326,,201426002,how many,How many kids are here?,,,text,여기 아이들이 몇 명 있나요?,77.0,,,,,77.0,77.0
327,,135666002,none of the above,"Based on the clothing, Is it cold outside?",,,text,옷을 보니 밖이 춥나요?,78.0,,,,,78.0,78.0
328,,133933006,is this,Is this someone's house?,,,text,여기가 누군가의 집인가요?,79.0,,,,,79.0,79.0
329,,531000002,how many,How many animals are in the picture?,,,text,사진에 동물이 몇 마리 있나요?,80.0,,,,,80.0,80.0
330,,143560011,was,Was this picture taken in the daytime?,,,text,이 사진은 낮에 찍혔나요?,81.0,,,,,81.0,81.0
331,,493206001,what,What vegetable is present in this food?,,,text,이 음식에는 어떤 채소가 포함되어 있습니까?,82.0,,,,,82.0,82.0
332,,480379002,is the,Is the boat in the water?,,,text,보트가 물속에 있나요?,83.0,,,,,83.0,83.0
333,,522446001,how many people are,How many people are sitting at the bar?,,,text,바에 몇 명이 앉아 있나요?,84.0,,,,,84.0,84.0
334,,388974004,what is the,What is the baby eating?,,,text,아기가 무엇을 먹고 있나요?,85.0,,,,,85.0,85.0
335,,8351002,are the,Are the dogs the same breed?,,,text,개들이 같은 품종인가요?,86.0,,,,,86.0,86.0
336,,531086004,are there any,Are there any magnets on the fridge?,,,text,냉장고에 자석이 있나요?,87.0,,,,,87.0,87.0
337,,315621001,is this a,Is this a popular location?,,,text,이곳이 인기 있는 장소인가요?,88.0,,,,,88.0,88.0
338,,53838004,what is on the,What is on the plane?,,,text,비행기에 무엇이 있나요?,89.0,,,,,89.0,89.0
339,,232684002,what is,What is around the man's neck?,,,text,남자의 목 주위에는 무엇이 있나요?,90.0,,,,,90.0,90.0
340,,358268007,what,What game is represented in the hands of the man on the left?,,,text,왼쪽에 있는 남자의 손에는 어떤 게임이 그려져 있나요?,91.0,,,,,91.0,91.0
341,,566026000,what time,What time is it?,,,text,지금 몇 시예요?,92.0,,,,,92.0,92.0
342,,283217022,what are the,What are the kids holding?,,,text,아이들이 무엇을 들고 있나요?,93.0,,,,,93.0,93.0
343,,388601002,what,What food is the sleeping bag?,,,text,침낭은 어떤 음식인가요?,94.0,,,,,94.0,94.0
344,,504561001,how many,How many women?,,,text,여자가 몇 명입니까?,95.0,,,,,95.0,95.0
345,,420230006,is this,Is this elephant sick?,,,text,이 코끼리가 아프신가요?,96.0,,,,,96.0,96.0
346,,358090001,what color,What color coat is this person wearing?,,,text,이 사람은 어떤 색 코트를 입고 있나요?,97.0,,,,,97.0,97.0
347,,322482003,why,Why doesn't he need his sunglasses on right now?,,,text,그는 왜 지금 당장 선글라스를 쓰지 않나요?,98.0,,,,,98.0,98.0
348,,214471008,what is,What is piled on top of the sandwich?,,,text,샌드위치 위에 무엇이 쌓여 있나요?,99.0,,,,,99.0,99.0
349,,345361001,are,Are all of these children wearing hats?,,,text,이 아이들 모두 모자를 쓰고 있나요?,100.0,,,,,100.0,0.0
350,,88120004,are,Are her pants tight?,,,text,그녀의 바지는 꽉 끼나요?,101.0,,,,,101.0,1.0
351,,244750002,are,Are all three glasses filled with the same amount of wine?,,,text,세 잔 모두 같은 양의 와인으로 채워져 있나요?,102.0,,,,,102.0,2.0
352,,390760002,are,Are all the kites the same?,,,text,모든 연이 같은가요?,103.0,,,,,103.0,3.0
353,,447549001,are,Are all the trees green?,,,text,모든 나무가 초록색인가요?,104.0,,,,,104.0,4.0
354,,381246001,are there,Are there peppers on the pizza?,,,text,피자에 고추가 있나요?,105.0,,,,,105.0,5.0
355,,232790002,are there,Are there more ties that has stripes than there are plain?,,,text,줄무늬가 있는 넥타이가 일반 넥타이보다 더 많습니까?,106.0,,,,,106.0,6.0
356,,331475002,are there,Are there cigarettes in the ashtray?,,,text,재떨이에 담배가 있나요?,107.0,,,,,107.0,7.0
357,,196681009,are there,Are there clouds in the sky?,,,text,하늘에 구름이 있나요?,108.0,,,,,108.0,8.0
358,,102411000,are there,Are there waves in this photo?,,,text,이 사진에 파도가 있나요?,109.0,,,,,109.0,9.0
359,,343496001,are there any,Are there any animals in this photo?,,,text,이 사진에 동물이 있나요?,111.0,,,,,111.0,11.0
360,,161231011,are there any,Are there any weeds growing along the tracks?,,,text,선로를 따라 잡초가 자라고 있나요?,112.0,,,,,112.0,12.0
361,,297819007,are there any,Are there any napkins in this photo?,,,text,이 사진에 냅킨이 있나요?,113.0,,,,,113.0,13.0
362,,76384019,are there any,Are there any utensils shown?,,,text,보여주는 도구가 있나요?,114.0,,,,,114.0,14.0
363,,200939002,are they,Are they married?,,,text,그들은 결혼했나요?,115.0,,,,,115.0,15.0
364,,204051000,are they,Are they taking a selfie?,,,text,셀카를 찍고 있나요?,116.0,,,,,116.0,16.0
365,,107511001,are they,Are they in the zoo?,,,text,그들은 동물원에 있나요?,117.0,,,,,117.0,17.0
366,,528062000,are they,Are they in the kitchen?,,,text,그들은 부엌에 있나요?,118.0,,,,,118.0,18.0
367,,380143002,are they,Are they playing?,,,text,그들은 놀고 있나요?,119.0,,,,,119.0,19.0
368,,550432000,could,Could a cactus grow in this climate?,,,text,선인장이 이 기후에서 자랄 수 있을까요?,120.0,,,,,120.0,20.0
369,,404437001,could,Could the bear be tame?,,,text,곰이 길들일 수 있을까요?,121.0,,,,,121.0,21.0
370,,460927006,could,Could this animal be someone's pet?,,,text,이 동물이 누군가의 애완동물이 될 수 있을까요?,122.0,,,,,122.0,22.0
371,,458702007,could,Could there be a vending machine?,,,text,자판기가 있을까요?,123.0,,,,,123.0,23.0
372,,51576002,could,Could that be a waterhole?,,,text,물웅덩이가 될 수 있나요?,124.0,,,,,124.0,24.0
373,,117725018,do you,Do you see a bell?,,,text,종이 보이나요?,125.0,,,,,125.0,25.0
374,,212759008,do you,Do you see any grass?,,,text,잔디가 보이나요?,126.0,,,,,126.0,26.0
375,,321217002,do you,Do you see the sea?,,,text,바다가 보이나요?,127.0,,,,,127.0,27.0
