,qid,category,l2_category,question_en,options,answer_type,question_kr,Unnamed: 0.1,Unnamed: 0,answer,score,index,question_type,image_id,answers,multiple_choice_answer
532,471562000,,,"Question: Is this an airport? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것이 공항인가요? 한 단어 또는 한 구절로 질문에 대답하십시오. 답:,,,,,,is this an,COCO_val2014_000000471562.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
908,572028008,,,"Question: What kind of animals are these? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것들은 어떤 종류의 동물입니까? 한 단어나 구절로 대답하십시오.,,,,,,what kind of,COCO_val2014_000000572028.jpg,"[{'answer': ""zebra's and deer"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'zebras and deer', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'zebras and deer', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'zebras and antelopes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'zebra and antelope', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'zebras and antelopes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'zebras and gazelles', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'zebras and deer', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'african mammals', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'zebra, deer', 'answer_confidence': 'yes', 'answer_id': 10}]",zebras and deer
543,425447005,,,"Question: How many taillights does the truck have? Answer the question using a single word or phrase. 
Answer:",,text,질문: 트럭에는 후미등이 몇 개입니까? 한 단어나 구로 질문에 답하십시오.,,,,,,how many,COCO_val2014_000000425447.jpg,"[{'answer': '6', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 10}]",2
365,279499001,,,"Question: What number is on the bus? Answer the question using a single word or phrase. 
Answer:",,text,질문: 버스에 적힌 숫자는 무엇인가요? 한 단어나 구로 답하십시오.,,,,,,what number is,COCO_val2014_000000279499.jpg,"[{'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '5306', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5306', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '5306', 'answer_confidence': 'maybe', 'answer_id': 10}]",5306
20,469857006,,,"Question: What on the bed? Answer the question using a single word or phrase. 
Answer:",,text,질문: 침대 위에 무엇이 있나요? 한 단어나 구절로 답하십시오.,,,,,,what,COCO_val2014_000000469857.jpg,"[{'answer': 'blankets', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'backpack', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blanket', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'bed sheets and pillow', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'comforter', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'pillows', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blankets', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blanket, sheets, and pillows', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'covers', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'comforter', 'answer_confidence': 'yes', 'answer_id': 10}]",comforter
488,158279002,,,"Question: What is the web address listed? Answer the question using a single word or phrase. 
Answer:",,text,질문: 제시된 웹 주소는 무엇입니까? 한 단어나 구절로 답하십시오.,,,,,,what is the,COCO_val2014_000000158279.jpg,"[{'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 10}]",http://foodiebakercom
611,379376003,,,"Question: What country is this in? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것은 어느 나라에 있나요? 질문에 한 단어나 구로 대답하십시오. 답:,,,,,,what,COCO_val2014_000000379376.jpg,"[{'answer': 'us', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'america', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'not sure', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'united states', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'australia', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'unknown', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'usa', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'us', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'usa', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'united states', 'answer_confidence': 'yes', 'answer_id': 10}]",usa
420,264660000,,,"Question: How many pictures of children are there? Answer the question using a single word or phrase. 
Answer:",,text,질문: 아이들의 사진은 몇 장이나 있습니까? 한 단어 또는 한 구절로 답하십시오.,,,,,,how many,COCO_val2014_000000264660.jpg,"[{'answer': '10', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': '8', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': '16', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '14', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': '15', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '0', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'few', 'answer_confidence': 'yes', 'answer_id': 10}]",0
260,323552001,,,"Question: What is the girl waiting for? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그 소녀는 무엇을 기다리고 있나요? 한 단어나 구로 대답하십시오.,,,,,,what is the,COCO_val2014_000000323552.jpg,"[{'answer': 'luggage', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'family', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'luggage', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'her ride home', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'someone', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'luggage', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'luggage', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'train', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'luggage', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'luggage', 'answer_confidence': 'yes', 'answer_id': 10}]",luggage
987,289870005,,,"Question: Is this a freight train? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것이 화물 열차입니까? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,is this a,COCO_val2014_000000289870.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
776,169802000,,,"Question: How many bananas is this person wearing? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 사람이 몇 개의 바나나를 입고 있나요? 한 단어나 구로 답하십시오. 답:,,,,,,how many,COCO_val2014_000000169802.jpg,"[{'answer': '47+', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '40', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '39', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '50', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'many', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'many', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '30', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'lot', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '40', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '41', 'answer_confidence': 'yes', 'answer_id': 10}]",40
972,264044002,,,"Question: Where are the umbrellas? Answer the question using a single word or phrase. 
Answer:",,text,우산은 어디에 있나요? 한 단어나 한 구절로 답해 주세요. 답:,,,,,,where are the,COCO_val2014_000000264044.jpg,"[{'answer': 'front of building', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'in front of restaurant', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'in front of store', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'outside', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'in front of brick building', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sidewalk cafe', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'on sidewalk', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'on sidewalk', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'front', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'on street', 'answer_confidence': 'yes', 'answer_id': 10}]",on sidewalk
811,126583001,,,"Question: What does the man have in his right hand? Answer the question using a single word or phrase. 
Answer:",,text,질문: 남자가 오른손에 무엇을 들고 있나요? 한 단어나 구절로 대답하십시오.,,,,,,what does the,COCO_val2014_000000126583.jpg,"[{'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'tennis racquet', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'glove', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'towel', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'tennis racket', 'answer_confidence': 'yes', 'answer_id': 10}]",towel
368,227656000,,,"Question: Is this a train? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것이 기차입니까? 한 단어 또는 구절로 질문에 답하십시오. 답:,,,,,,is this a,COCO_val2014_000000227656.jpg,"[{'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
910,145318003,,,"Question: Are the utensils plastic or metal? Answer the question using a single word or phrase. 
Answer:",,text,질문: 식기류가 플라스틱인가요 아니면 금속인가요? 한 단어 또는 구절로 답하십시오.,,,,,,are the,COCO_val2014_000000145318.jpg,"[{'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'paper', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'plastic', 'answer_confidence': 'yes', 'answer_id': 10}]",plastic
905,479762007,,,"Question: What colors are these zebra stripes? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 얼룩말의 줄무늬는 어떤 색인가요? 한 단어나 한 구절로 답하십시오.,,,,,,what,COCO_val2014_000000479762.jpg,"[{'answer': 'black and white', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'black and white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'black and white', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'black and white', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'black/white', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'black and white', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'black and white', 'answer_confidence': 'maybe', 'answer_id': 10}]",black and white
290,117914001,,,"Question: Is the window in the bathroom? Answer the question using a single word or phrase. 
Answer:",,text,욕실에 창문이 있나요? 한 단어나 구절로 대답하십시오.,,,,,,is the,COCO_val2014_000000117914.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
755,195862016,,,"Question: Is the horse giving you an evil look? Answer the question using a single word or phrase. 
Answer:",,text,질문: 말이 당신에게 악의 있는 눈빛을 주고 있나요? 한 단어나 구로 답하십시오. 답:,,,,,,is the,COCO_val2014_000000195862.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no
821,282847003,,,"Question: IS this outside? Answer the question using a single word or phrase. 
Answer:",,text,이것이 밖인가요?,,,,,,is this,COCO_val2014_000000282847.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
93,469777002,,,"Question: Are the elephant in the wild? Answer the question using a single word or phrase. 
Answer:",,text,질문: 야생에 코끼리가 있나요? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,are the,COCO_val2014_000000469777.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes
754,280530005,,,"Question: Is there a clock on the left side of the tower? Answer the question using a single word or phrase. 
Answer:",,text,타워의 왼쪽 측면에 시계가 있나요?,,,,,,is there a,COCO_val2014_000000280530.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
901,477805035,,,"Question: Is this man wearing all black? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 남자는 전부 검은색 옷을 입고 있나요? 한 단어 또는 한 구절로 대답하십시오.,,,,,,is this,COCO_val2014_000000477805.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes
381,289630003,,,"Question: What does the graffiti say? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그래피티에 무엇이 적혀 있나요? 한 단어나 구절로 답하십시오.,,,,,,what does the,COCO_val2014_000000289630.jpg,"[{'answer': ""it's not readable"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'akoba', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'ariba', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'ngoba', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'akoba', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'noob', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'nkoba', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'nkoba', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'aruba', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'nkoba', 'answer_confidence': 'no', 'answer_id': 10}]",nkoba
34,434089002,,,"Question: Is this an old goat? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것은 늙은 염소인가요? 한 단어나 구절로 대답하십시오.,,,,,,is this an,COCO_val2014_000000434089.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
485,332300001,,,"Question: Is the clock embedded in the building? Answer the question using a single word or phrase. 
Answer:",,text,질문: 건물 안에 시계가 내장되어 있나요? 질문에 한 단어 또는 한 구절로 답하십시오. 답:,,,,,,is the,COCO_val2014_000000332300.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
733,85826002,,,"Question: Is the baby sleeping? Answer the question using a single word or phrase. 
Answer:",,text,질문: 아기가 자고 있나요? 한 단어나 구절로 답하십시오.,,,,,,is the,COCO_val2014_000000085826.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no
250,264044001,,,"Question: Is this an Avenue or a street? Answer the question using a single word or phrase. 
Answer:",,text,"질문: 이것이 대로(Avenue)인가요, 아니면 거리(Street)인가요? 한 단어나 구로 답하십시오. 답:",,,,,,is this an,COCO_val2014_000000264044.jpg,"[{'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'street', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'avenue', 'answer_confidence': 'yes', 'answer_id': 10}]",avenue
424,397303000,,,"Question: Where are the chairs? Answer the question using a single word or phrase. 
Answer:",,text,질문: 의자들은 어디에 있나요? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,where are the,COCO_val2014_000000397303.jpg,"[{'answer': 'outside', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'ground', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'alongside tables', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'market', 'answer_confidence': 'no', 'answer_id': 4}, {'answer': 'behind table', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'at tables', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'on ground', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'behind people', 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'outside', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'around tables', 'answer_confidence': 'yes', 'answer_id': 10}]",outside
292,387661004,,,"Question: What number is on the marker? Answer the question using a single word or phrase. 
Answer:",,text,질문: 마커에 적힌 숫자는 무엇입니까? 한 단어나 구로 대답하십시오. 대답:,,,,,,what number is,COCO_val2014_000000387661.jpg,"[{'answer': '147', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '147', 'answer_confidence': 'yes', 'answer_id': 10}]",147
